source,text
"""قانون سوق رأس المال - مادة (26 مكررًا / 15)""",للهيئة في الظروف الطارئة التي تقدرها أن تطلب من بورصة العقود الآجلة أو الجهة القائمة بالمقاصة والتسوية فيها اتخاذ التدابير والإجراءات التي تراها الهيئة لازمة أو ضرورية للحفاظ على استقرار حركة التداول في البورصة، أو تصفية أي عقود مستقبلية أو عقود خيارات أو عقود مبادلة. وتسري أحكام المادة (31) من هذا القانون على بورصة العقود الآجلة. ولمجلس إدارة الهيئة حفاظًا على استقرار السوق وحماية المتعاملين فيه وقف أو إلغاء ترخيص البورصة في حالة تكرار مخالفة أحكام هذا القانون، أو قرارات مجلس إدارة الهيئة الصادرة تنفيذًا له، أو النظام الأساسي للبورصة، على أن يصدر القرار متضمنًا أحكام معالجة ما يترتب عليه من آثار.
"""قانون سوق رأس المال - مادة (26 مكررًا / 16)""",تسري أحكام المادتين (30)، (31) من هذا القانون على شركات الوساطة في العقود الآجلة والأعضاء المتعاملين على السلع. ولرئيس الهيئة إلغاء الترخيص الممنوح لمنفذ الأوامر حال تكرار مخالفة قواعد العمل بناءً على تقرير مخالفات تعده البورصة أو الإدارة المختصة بالهيئة.
"""قانون سوق رأس المال - مادة (26 مكررًا / 17)""",تسري على شركات الوساطة ببورصات العقود الآجلة الأحكام المتعلقة بالشركات العاملة في مجال الأوراق المالية الواردة بالباب الثالث من هذا القانون، وذلك فيما لم يرد فيه نص خاص في هذا الباب وبما لا يتعارض مع أحكامه.
"""قانون سوق رأس المال - مادة (27)""",تسري أحكام هذا الباب على جميع الشركات العاملة في مجال الأوراق المالية، ويقصد بها الشركات التي تباشر نشاطًا أو أكثر من الأنشطة التالية: (أ) ترويج وتغطية الاكتتاب في الأوراق المالية. (ب) الاشتراك في تأسيس الشركات التي تصدر أوراقا مالية أو في زيادة رؤوس أموالها. (ج) رأس المال المخاطر. (د) المقاصة والتسوية في معاملات الأوراق المالية. (هـ) تكوين وإدارة محافظ الأوراق المالية وصناديق الاستثمار. (و) السمسرة في الأوراق المالية. ويجوز للوزير بعد موافقة مجلس إدارة الهيئة إضافة أنشطة أخرى تتصل بمجال الأوراق المالية. (ز) التعامل والوساطة والسمسرة في السندات وتبين اللائحة التنفيذية شروط وأوضاع مزاولة هذا النشاط. (ح) نشاط توريق الحقوق المالية. (ت) الاستشارات المالية عن الأوراق المالية. (ي) نشاط صانع السوق ويقصد بنشاط صانع السوق توفير السيولة الدائمة للأوراق المالية المقيدة بإحدى بورصات الأوراق المالية التي يلتزم بصناعة سوقها وذلك بضمان التعامل عليها خلال جلسة التداول. (ك) نشاط خدمات الإدارة في مجال صناديق الاستثمار. وتقدم طلبات تأسيس هذه الشركات إلى الهيئة، وتبين اللائحة التنفيذية إجراءات وأوضاع تأسيسها والأحكام المنظمة لعملها والأعمال التي تدخل في تلك الأنشطة.
"""قانون سوق رأس المال - مادة (28)""",لا يجوز مزاولة الأنشطة المنصوص عليها في المادة السابقة إلا بعد الحصول على ترخيص بذلك من الهيئة والقيد بالسجل المعد لديها لهذا الغرض. وتصدر الهيئة قرارها بالبت في طلب الترخيص خلال ستين يوما على الأكثر من تاريخ تقديم الأوراق مستوفاة إليها، وفي حالة رفض الطلب يجب أن يكون القرار مسببا، ويكون التظلم منه أمام لجنة التظلمات المنصوص عليها في الباب الخامس من هذا القانون. وتحدد اللائحة التنفيذية قواعد وإجراءات ورسوم منح الترخيص بما لا يجاوز عشرة آلاف جنيه. ويضع مجلس إدارة الهيئة نموذج الترخيص وبيانات السجل. وعلى رئيس الهيئة وقف أي نشاط خاضع لأحكام هذا القانون إذا تمت مزاولته دون ترخيص، ويجوز أن يتضمن قرار الوقف غلق المكان الذي تتم مزاولة النشاط فيه بالطريق الإداري.
"""قانون سوق رأس المال - مادة (28 مكررًا)""",يُنشأ بالهيئة سجل يقيد به الشركات المرخص لها بالقيام بأعمال التقييم المالي وإعداد دراسات تحديد القيمة العادلة في جميع الحالات التي يتطلب فيها هذا القانون أو لائحته التنفيذية أو القرارات الصادرة تنفيذًا لهما. وتلتزم هذه الشركات عند قيامها بأعمال التقييم المالي وإعداد دراسات تحديد القيمة العادلة بمعايير التقييم المالي التي يصدر بها قرار من مجلس إدارة الهيئة. ويضع مجلس إدارة الهيئة ضوابط القيد والشطب بالسجل.
"""قانون سوق رأس المال - مادة (29)""",يشترط لمنح الترخيص المنصوص عليه في المادة السابقة ما يأتي: – (أ) أن يكون طالب الترخيص شركة مساهمة أو شركة توصية بالأسهم. (ب) أن يقتصر غرض الشركة على مزاولة نشاط أو أكثر من الأنشطة المبينة في المادة 27 من هذا القانون. (جـ) ألا يقل رأس مال الشركة المصدر وما يكون مدفوعا منه عند التأسيس عن الحد الأدنى الذي تحدده اللائحة التنفيذية بحسب نوع الشركة وغرضها. (د) أن يتوافر في القائمين على إدارة الشركة الخبرة والكفاءة اللازمة لعملها على النحو الذي يصدر به قرار من مجلس إدارة الهيئة. (هـ) أداء تأمين يحدد قيمته والقواعد والإجراءات المنظمة للخصم منه واستكماله وإدارة حصيلته ورده قرار من مجلس إدارة الهيئة. (و) ألا يكون قد سبق الحكم على أحد مؤسسي الشركة أو مديريها أو أحد أعضاء مجلس الإدارة خلال الخمس السنوات السابقة على تقديم طلب الترخيص بعقوبة جناية أو بعقوبة جنحة في جريمة ماسة بالشرف أو الأمانة أو إحدى الجرائم المنصوص عليها في قوانين الشركات أو التجارة أو الحكم بإشهار الإفلاس، ما لم يكن قد رد إليه اعتباره.
"""قانون سوق رأس المال - مادة (30)""",يجوز وقف نشاط الشركة إذا خالفت أحكام هذا القانون أو لائحته التنفيذية أو قرارات مجلس إدارة الهيئة الصادرة تنفيذا له أو إذا فقدت أي شرط من شروط الترخيص ولم تقم بعد إنذارها بإزالة المخالفة أو استكمال شروط الترخيص خلال المدة وبالشروط التي يحددها رئيس الهيئة. ويصدر بالوقف قرار مسبب من رئيس الهيئة لمدة لا تجاوز ثلاثين يوما، ويحدد القرار ما يتخذ من إجراءات خلال مدة الوقف، ويسلم القرار للشركة أو تخطر به بكتاب موصى عليه مصحوب بعلم الوصول، ويعلن عن ذلك في صحيفتين صباحيتين يوميتين واسعتي الانتشار على نفقة الشركة. فإذا انتهت هذه المدة دون قيام الشركة بإزالة الأسباب التي تم الوقف من أجلها، تعين عرض الأمر على مجلس إدارة الهيئة لإصدار قرار بإلغاء الترخيص.
"""قانون سوق رأس المال - مادة (31)""",لمجلس إدارة الهيئة إذا قام خطر يهدد استقرار سوق رأس المال أو مصالح المساهمين في الشركة أو المتعاملين معها أن يتخذ ما يراه من التدابير الآتية: (أ) توجيه تنبيه إلى الشركة. (ب) منع الشركة من مزاولة كل أو بعض الأنشطة المرخص لها بمزاولتها. (جـ) مطالبة رئيس مجلس إدارة الشركة بدعوة المجلس إلى الانعقاد للنظر في أمر المخالفات المنسوبة إلى الشركة واتخاذ اللازم نحو إزالتها ويحضر اجتماع مجلس الإدارة في هذه الحالة ممثل أو أكثر عن الهيئة. (د) تعيين عضو مراقب مجلس إدارة الشركة وذلك للمدة التي يحددها مجلس إدارة الهيئة ويكون لهذا العضو المشاركة في مناقشات المجلس وتسجيل رأيه فيما يتخذ من القرارات. (هـ) حل مجلس الإدارة وتعيين مفوض لإدارة الشركة مؤقتا لحين تعيين مجلس إدارة جديد بالأداة القانونية المقررة. (و) إلزام الشركة المخالفة بزيادة قيمة التأمين المودع منها.
"""قانون سوق رأس المال - مادة (32)""",يكون التظلم من القرارات الصادرة وفقا لأحكام المواد السابقة أمام لجنة التظلمات المنصوص عليها في الباب الخامس من هذا القانون خلال خمسة عشر يوما من تاريخ إبلاغ صاحب الشأن بالقرار أو علمه به. ولا تقبل الدعوى بطلب إلغاء تلك القرارات قبل التظلم منها طبقا للفقرة السابقة.
"""قانون سوق رأس المال - مادة (33)""",لا يجوز لأية شركة وقف نشاطها أو تصفية عملياتها إلا بموافقة مجلس إدارة الهيئة، وذلك بعد التثبت من أن الشركة أبرأت ذمتها نهائيا من التزاماتها وفقا للشروط والإجراءات التي يحددها مجلس إدارة الهيئة.
"""قانون سوق رأس المال - مادة (34)""",على كل من يباشر في تاريخ العمل بهذا القانون أحد الأنشطة المنصوص عليها في المادة (27) منه أن يعدل أوضاعه وفقا لأحكام هذا القانون والقرارات المنفذة له، وذلك خلال ستة أشهر من تاريخ العمل باللائحة التنفيذية لهذا القانون، ويجوز بقرار من مجلس إدارة الهيئة مد هذه المدة ستة أشهر أخرى.
"""قانون سوق رأس المال - مادة (35)""",يجوز إنشاء صناديق استثمار تهدف إلى استثمار المدخرات في الأوراق المالية في حدود ووفقًا للأوضاع التي تبينها اللائحة التنفيذية لهذا القانون. ولمجلس إدارة الهيئة أن يرخص للصندوق بالتعامل في القيم المالية المنقولة الأخرى، أو في غيرها من مجالات الاستثمار، طبقًا للقواعد والشروط التي تحددها اللائحة التنفيذية لهذا القانون. ويجب أن يتخذ صندوق الاستثمار شكل شركة المساهمة برأس مال نقدي، ويحدد مجلس إدارة الهيئة ضوابط هيكل تشكيل مجلس الإدارة بمراعاة طبيعة نشاط صناديق الاستثمار.
"""قانون سوق رأس المال - مادة (36)""",يحدد النظام الأساسي لصندوق الاستثمار النسبة بين رأس ماله المدفوع وبين أموال المستثمرين بما لا يجاوز ما تحدده اللائحة التنفيذية. ويصدر الصندوق مقابل هذه الأموال أوراقاً مالية في صورة وثائق استثمار يشارك حاملوها في نتائج استثمارات الصندوق. ويتم الاكتتاب في هذه الوثائق عن طريق أحد البنوك، أو الشركات العاملة في مجال الأوراق المالية التي ترخص لها الهيئة بذلك، ووفقًا للضوابط التي يضعها مجلس إدارة الهيئة. ويضع مجلس إدارة الهيئة إجراءات إصدار تلك الوثائق واسترداد قيمتها والبيانات التي تتضمنها وقواعد قيدها وتداولها في البورصة.
"""قانون سوق رأس المال - مادة (37)""",يجب أن تتضمن نشرات الاكتتاب في وثائق الاستثمار التي تطرحها صناديق الاستثمار للاكتتاب العام، البيانات الإضافية الآتية: ١– السياسات الاستثمارية. ٢– طريقة توزيع الأرباح السنوية وأسلوب معاملة الأرباح الرأسمالية. ٣– اسم الجهة التي تتولى إدارة نشاط الصندوق وملخص واف عن أعمالها السابقة. ٤– طريقة التقييم الدوري لأصول الصندوق وإجراءات استرداد قيمة وثائق الاستثمار.
"""قانون سوق رأس المال - مادة (38)""",يحتفظ بالأوراق المالية التي يستثمر الصندوق أموالاً فيها لدى أحد البنوك المرخص لها من الهيئة بنشاط أمناء الحفظ والخاضعة لإشراف البنك المركزي المصري، على ألا يكون هذا البنك وأطرافه المرتبطة مسيطرًا على شركة إدارة الصندوق أو مساهمًا بها بنسبة تزيد عن الحد الذي يحدده مجلس إدارة الهيئة، وبمراعاة قواعد تجنب تعارض المصالح التي يحددها مجلس إدارة الهيئة. ويقدم الصندوق إلى الهيئة بيانًا عن الأوراق المشار إليها معتمدًا من أمين الحفظ على النموذج وفي المواعيد التي تحددها الهيئة.
"""قانون سوق رأس المال - مادة (39)""",يجب إخطار رئيس الهيئة بالقرارات التي تصدر بتعيين أعضاء مجالس الإدارة والمديرين المسئولين عن الإدارة العامة لأعمال الصندوق وبجميع البيانات المتعلقة بها خلال ثلاثين يوما من تاريخ صدور القرارات المشار إليها، ويتم الإخطار على النموذج الذي تضعه الهيئة. ولمجلس إدارة الهيئة للحفاظ على سلامة أموال المستثمرين بالصندوق أن يصدر قرارا مسببا باستبعاد أي من أعضاء مجلس الإدارة أو المديرين المشار إليهم. ولصاحب الشأن التظلم من قرار استبعاده أمام لجنة التظلمات المنصوص عليها في الباب الخامس من هذا القانون خلال ستين يوما من تاريخ إبلاغه بالقرار.
"""قانون سوق رأس المال - مادة (40)""",يتولى مراجعة حسابات الصندوق مراقبان للحسابات يختاران من بين المقيدين في سجل يعد لهذا الغرض بالتشاور بين الهيئة والجهاز المركزي للمحاسبات، ولا يجوز للمراقب الواحد أن يراجع حسابات أكثر من صندوقين في وقت واحد. وتسري أحكام المادة (6) من هذا القانون على الصندوق ولو لم يطرح أوراقاً مالية للاكتتاب العام.
"""قانون سوق رأس المال - مادة (41)""",يجوز للبنوك بعد موافقة البنك المركزي المصري، وللشركات التي تباشر أنشطة مالية غير مصرفية التي يصدر بتحديدها قرار من مجلس إدارة الهيئة، أن تباشر بنفسها أو مع غيرها، نشاط صناديق الاستثمار بترخيص من الهيئة. ويصدر مجلس إدارة الهيئة قواعد وضوابط وإجراءات الترخيص ومباشرة النشاط وإشراف ورقابة الهيئة.
"""قانون سوق رأس المال - مادة (41 مكررًا)""",شركة التوريق هي التي تزاول نشاط إصدار سندات قابلة للتداول في حدود ما يحال إليها من حقوق مالية ومستحقات آجلة الدفع بالضمانات المقررة لها، وتعد شركة التوريق – في تطبيق أحكام هذا القانون – من الشركات العاملة في مجال الأوراق المالية. ويطلق على الحقوق والمستحقات والضمانات المحالة اسم «محفظة التوريق». ويقتصر غرض هذه الشركة على مزاولة النشاط المشار إليه دون غيره، ولا يجوز بغير ترخيص من مجلس إدارة الهيئة أن يحال إلى الشركة أكثر من محفظة توريق واحدة، أو أن تقوم بأكثر من إصدار واحد للسندات، وذلك طبقًا للقواعد والإجراءات التي يصدر بها قرار من مجلس الإدارة. ويجوز لشركة التوريق إصدار سندات قابلة للتداول توجه حصيلتها لتمويل الأشخاص الاعتبارية العامة أو الخاصة بعد موافقة السلطة المختصة بها مقابل ما ينشأ لصالح هذه الجهات من تدفقات نقدية مستقبلية، ويقصد بالتدفقات النقدية المستقبلية التدفقات المتوقع دخولها في المستقبل في ذمة المحيل طبقًا للمجرى العادي للأمور، ويشترط في تلك التدفقات الآتي: ١- أن تكون ناشئة لصالح الأشخاص الاعتبارية العامة أو الخاصة. ٢- ألا تكون مقيدة أو مشروطة. ٣- أن تكون خالية من أي حقوق حالية أو مستقبلية للغير. ويُصدر مجلس إدارة الهيئة القرارات التنفيذية اللازمة لإصدار السندات المشار إليها بالفقرة الرابعة من هذه المادة.
"""قانون سوق رأس المال - مادة (41 مكررًا / 1)""","تتم حوالة محفظة التوريق بموجب اتفاق بين المحيل وشركة التوريق المحال إليها وفقًا للنموذج الذي تعده الهيئة. ويجب أن تكون الحوالة نافذة وناجزة وغير معلقة على شرط وناقلة لجميع الحقوق والمستحقات والضمانات المحالة، وأن يكون المحيل ضامنًا لوجودها وقت الحوالة. ولا يكون مسئولاً عن الوفاء بأي منها بعد إتمام الحوالة إلى شركة التوريق، ويجب إخطار الهيئة بذلك ونشر ملخص واف لاتفاق الحوالة في جريدتين يوميتين صباحيتين واسعتي الانتشار إحداهما على الأقل باللغة العربية. ويتولى المحيل تحصيل الحقوق والمستحقات المحالة ومباشرة حقوق شركة التوريق في مواجهة المدينين لصالح حملة السندات التي تصدرها الشركة بصفته نائبًا عنها، فإذا تم الاتفاق على غير ذلك تعين على المحيل إخطار المدينين الملتزمين بالحقوق والمستحقات والضمانات المحالة بهذا الاتفاق، وذلك بكتاب مسجل مصحوب بعلم الوصول. وتكون الحوالة في جميع الأحوال نافذة ومنتجة لأثرها دون اشتراط موافقة المدين أو إخطاره بها. وتتكون محفظة التوريق الصادرة مقابل ما ينشأ عن التدفقات النقدية المستقبلية من بيان معتمد من المحيل يرفق به تقرير لمراقب الحسابات يتضمن صافي القيمة الحالية لمحفظة التدفقات النقدية المستقبلية وأسس تقييمها، ومعدلات التغيير أو عدم الانتظام بالسداد بها، والضمانات الإضافية إن وجدت، ويكون لحملة سندات التوريق حق امتياز على محفظة التوريق بما يضمن الوفاء بحقوقهم في""""قانون سوق رأس المال - مادة (41 مكررًا / 2)"",""يكون الوفاء بالقيمة الاسمية للسندات التي تصدرها شركة التوريق والعائد عليها من حصيلة محفظة التوريق، ويجوز أن يكون الوفاء مضمونًا بضمانات أخرى اتفاقية يتم الوفاء منها بالإضافة إلى تلك الحصيلة. وتلتزم شركة التوريق بتقديم شهادة بالتصنيف الائتماني لمحفظة التوريق التي تصدر السندات في مقابلها والذي ينبغي ألا تقل درجته عن المستوى الدال على القدرة على الوفاء بالالتزامات، وفقًا للقواعد التي يقررها مجلس إدارة الهيئة. وتلتزم شركة التوريق بإيداع المستندات الدالة على حوالة محفظة التوريق والمبالغ التي يتم تحصيلها بعد خصم مستحقات شركة التوريق ومصاريف عملية التوريق، وذلك لحساب حملة السندات لدى أمين للحفظ مرخص له وفقًا لأحكام قانون الإيداع والقيد المركزي للأوراق المالية الصادر بالقانون رقم 93 لسنة 2000. ولأمين الحفظ، بعد موافقة شركة التوريق، استثمار المبالغ المودعة لديه وفقًا للشروط والإجراءات التي تحددها اللائحة التنفيذية لهذا القانون. وتكون المبالغ والمستندات والأوراق المالية والتجارية المودعة لدى أمين الحفظ وفقًا لأحكام هذه المادة ملكًا لحملة السندات، ولا تدخل في الذمة المالية لشركة التوريق، ولا في الضمان العام لدائني المحيل أو الشركة، وبخلاف محفظة التوريق لا يحق لحملة سندات التوريق التنفيذ على أصول الشركة."
"""قانون سوق رأس المال - مادة (41 مكررًا / 3)""",على شركة التوريق بذل عناية الشخص الحريص للحفاظ على حقوق حملة السندات، كما يلتزم محيل المحفظة بذات العناية متى استمر في تحصيل الحقوق المحالة لحساب شركة التوريق.
"""قانون سوق رأس المال - مادة (41 مكررًا / 4)""",تسري على شركة التوريق أحكام المادة (40) من هذا القانون.
"""قانون سوق رأس المال - مادة (41 مكررًا / 5)""",تحدد اللائحة التنفيذية لهذا القانون واجبات شركة التوريق، وما يتعين عليها إمساكه من دفاتر وسجلات، وذلك فضلاً عما هو منصوص عليه في هذا القانون بشأن الشركات العاملة في مجال الأوراق المالية.
"""قانون سوق رأس المال - مادة (41 مكررًا / 6)""",تعفى حوالة محافظ التوريق من ضريبة الدمغة.
"""قانون سوق رأس المال - مادة (41 مكررًا / 7)""",على المحيل أن يفصح لشركة التوريق عن المعلومات والبيانات التي تتضمنها محفظة التوريق وذلك دون التقيد بالأحكام المتعلقة بسرية الحسابات المنصوص عليها في قانون البنك المركزي والجهاز المصرفي والنقد الصادر بالقانون رقم 88 لسنة 2003.
"""قانون سوق رأس المال - مادة (41 مكررًا / 8)""",مع عدم الإخلال بأحكام المادة (12) من هذا القانون، للشركات المساهمة من غير شركات التوريق وبترخيص من مجلس إدارة الهيئة إصدار سندات تخصص لسداد قيمتها الاسمية والعائد عليها محفظة مستقلة من الحقوق المالية للشركة بالضمانات المقررة لها. وفيما عدا حق حملة سندات التوريق في الاشتراك في التنفيذ على حقوق الشركة، تسري على الشركة ومحفظة التوريق المشار إليها الأحكام المنصوص عليها في هذا الفصل. ويكون ذلك كله وفقًا للشروط والإجراءات التي تحددها اللائحة التنفيذية لهذا القانون.
"""قانون سوق رأس المال - مادة (41 مكررًا / 9)""",يُنشأ اتحاد يضم الشركات العاملة في مجال الأوراق المالية الخاضعة لأحكام هذا القانون أو لأحكام قانون الإيداع والقيد المركزي للأوراق المالية الصادر بالقانون رقم 93 لسنة 2000 يسمى «الاتحاد المصري للأوراق المالية»، يتمتع بالشخصية الاعتبارية المستقلة. ويختص الاتحاد بتقديم التوصيات في شأن تنمية نشاط سوق رأس المال، وزيادة الوعي به، وتبني المبادرات الداعمة للنشاط، وتقديم التوصيات في شأن التشريعات المنظمة لعمل الجهات المنضمة له، والعمل على تنمية مهارات العاملين في مجال الأوراق المالية، والتنسيق بين الأعضاء. ويصدر بالنظام الأساسي للاتحاد قرار من مجلس إدارة الهيئة، يتضمن تحديد موارد الاتحاد، ونسب تمثيل الأنشطة في مجلس إدارته. ويجب أن يسجل الاتحاد في سجل خاص بالهيئة، بعد أداء رسم مقداره خمسة آلاف جنيه، وينشر قرار الإنشاء والنظام الأساسي له في الوقائع المصرية على نفقة الاتحاد. وتلتزم جميع الشركات المرخص لها بمزاولة أحد أنشطة الشركات العاملة في مجال الأوراق المالية بالانضمام إلى عضوية الاتحاد ومراعاة نظامه الأساسي. وللاتحاد أن يتخذ ضد أعضائه التدابير الإدارية التي ينص عليها نظامه الأساسي عند مخالفة نظامه أو القواعد المهنية السليمة، على ألا تكون تلك التدابير مما تختص به الهيئة أو مجلس إدارتها أو رئيسه وفق أحكام هذا القانون.
"""قانون سوق رأس المال - مادة (42)""",الهيئة العامة للرقابة المالية هيئة عامة تتبع وزير الاقتصاد والتجارة الخارجية، مقرها مدينة القاهرة، ويجوز بقرار من الوزير بعد موافقة مجلس إدارة الهيئة إنشاء فروع ومكاتب لها داخل وخارج البلاد.
"""قانون سوق رأس المال - مادة (43)""",تتولى الهيئة – فضلا عن الاختصاصات المقررة لها في أي تشريع آخر – تطبيق أحكام هذا القانون والقرارات الصادرة تنفيذا له، ولها إبرام التصرفات واتخاذ الإجراءات اللازمة لتحقيق أغراضها وعلى الأخص: ١– تنظيم وتنمية سوق رأس المال، ويجب أخذ رأي الهيئة في مشروعات القوانين والقرارات المتعلقة بسوق رأس المال. ٢– تنظيم أو الإشراف على دورات تدريبية للعاملين في سوق رأس المال أو الراغبين في العمل به. ٣– الإشراف على توفير ونشر المعلومات والبيانات الكافية عن سوق رأس المال والتحقق من سلامتها ووضوحها وكشفها عن الحقائق التي تعبر عنها. ٤– مراقبة سوق رأس المال للتأكد من أن التعامل يتم على أوراق مالية سليمة، وأنه غير مشوب بالغش أو النصب، أو الاحتيال، أو الاستغلال، أو المضاربات الوهمية. ٥– اتخاذ ما يلزم من إجراءات لمتابعة تنفيذ أحكام هذا القانون والقرارات الصادرة تنفيذا له.
"""قانون سوق رأس المال - مادة (44)""",مجلس إدارة الهيئة، هو السلطة المختصة بشئونها وتصريف أمورها، وله أن يتخذ ما يراه لازما من قرارات نهائية لمباشرة اختصاصات الهيئة وتحقيق أغراضها، وعلى الأخص: ١– وضع السياسة التي تسير عليها ممارسة اختصاصاتها وما يتصل بذلك من خطط وبرامج. ٢– وضع قواعد التفتيش والرقابة على الشركات الخاضعة لأحكام هذا القانون. ٣– تحديد مقابل الخدمات التي تقدمها الهيئة. ٤– وضع قواعد الاستعانة بالخبراء وطلب الاستشارات التي تعين الهيئة على قيامها بوظائفها. ٥– الموافقة على مشروع الموازنة السنوية للهيئة. ويكون لمجلس الإدارة بالنسبة إلى الهيئة الاختصاصات المقررة بالقانون رقم 73 لسنة 1976 ولمجلس الإدارة أن يعهد إلى عضو أو أكثر من بين أعضائه القيام بمهمة محددة.
"""قانون سوق رأس المال - مادة (45)""",يشكل مجلس إدارة الهيئة من: رئيس الهيئة رئيسا نائب رئيس الهيئة نائبا للرئيس نائب محافظ البنك المركزي عضوا وأربعة أعضاء من ذوي الخبرة يصدر بتعيينهم وتحديد مكافآتهم لمدة سنتين قابلة للتجديد، قرار من رئيس مجلس الوزراء بناء على اقتراح الوزير. ويصدر بتعيين رئيس الهيئة ونائبه وتحديد المعاملة المالية لهما قرار من رئيس الجمهورية لمدة ثلاث سنوات قابلة للتجديد لمدد أخرى.
"""قانون سوق رأس المال - مادة (46)""",يتولى رئيس الهيئة إدارتها وتصريف أمورها ويمثلها أمام القضاء وفي مواجهة الغير، وله أن يفوض واحدا أو أكثر من شاغلي الوظائف العليا بعض اختصاصاته.
"""قانون سوق رأس المال - مادة (47)""",تتكون موارد الهيئة مما يأتي: (أ) الاعتمادات التي تخصصها لها الدولة. (ب) الرسوم التي تحصلها الهيئة طبقا لأحكام هذا القانون. (جـ) مقابل الخدمات التي تقدمها. (د) الغرامات التي يحكم بها تطبيقا لأحكام هذا القانون. (هـ) القروض والمنح المحلية والخارجية التي يوافق عليها مجلس إدارة الهيئة بعد اعتمادها من السلطة المختصة قانونا.
"""قانون سوق رأس المال - مادة (48)""",تكون للهيئة موازنة مستقلة وتبدأ السنة المالية لها مع بداية السنة المالية للدولة وتنتهي بنهايتها: ويكون للهيئة حساب خاص تودع فيه مواردها من حصيلة الغرامات والرسوم ومقابل الخدمات وسائر الإيرادات عن نشاطها، ويرحل رصيد هذا الحساب من سنة إلى أخرى، وتنظم اللائحة المالية للهيئة استخدامات هذا الحساب على أن ينعكس ما يتم استخدامه من حصيلة هذا الحساب إيرادا ومصروفا على موازنة الهيئة وحسابها الختامي.
"""قانون سوق رأس المال - مادة (49)""",يكون لموظفي الهيئة الذين يصدر بتحديد أسمائهم أو وظائفهم قرار من وزير العدل بالاتفاق مع الوزير صفة الضبطية القضائية في إثبات الجرائم التي تقع بالمخالفة لأحكام هذا القانون ولائحته التنفيذية والقرارات الصادرة تنفيذا له، ولهم في سبيل ذلك الاطلاع على السجلات والدفاتر والمستندات والبيانات في مقر الشركة، أو مقر البورصة، أو الجهة التي توجد بها. وعلى المسئولين في الجهات المشار إليها أن يقدموا إلى الموظفين المذكورين البيانات والمستخرجات وصور المستندات التي يطلبونها لهذا الغرض.
"""قانون سوق رأس المال - مادة (50)""",تشكل بقرار من الوزير لجنة للتظلمات برئاسة أحد نواب رئيس مجلس الدولة وعضوية اثنين من مستشاري مجلس الدولة، يختارهم المجلس وأحد شاغلي وظائف مستوى الإدارة العليا بالهيئة، يختاره رئيسها وأحد ذوي الخبرة يختاره الوزير.
"""قانون سوق رأس المال - مادة (51)""","تختص اللجنة المنصوص عليها في المادة السابقة بنظر التظلمات التي يقدمها أصحاب الشأن من القرارات الإدارية التي تصدر من الوزير أو الهيئة، طبقا لأحكام هذا القانون ولائحته التنفيذية والقرارات الصادرة تنفيذا له. وفيما لم يرد به نص خاص في هذا القانون، يكون ميعاد التظلم من القرار ثلاثين يوما من تاريخ الإخطار أو العلم به. وتبين اللائحة التنفيذية إجراءات نظر التظلم والبت فيه، ويكون قرار اللجنة بالبت في التظلم نهائيا ونافذا، ولا تقبل الدعوى بطلب إلغاء تلك القرارات قبل التظلم منها.""""قانون سوق رأس المال - مادة (52)"",""مقضي بعدم دستوريتها."
"""قانون سوق رأس المال - مادة (53)""",مقضي بسقوطها.
"""قانون سوق رأس المال - مادة (54)""",مقضي بسقوطها.
"""قانون سوق رأس المال - مادة (55)""",مقضي بسقوطها.
"""قانون سوق رأس المال - مادة (56)""",مقضي بسقوطها.
"""قانون سوق رأس المال - مادة (57)""",مقضي بسقوطها.
"""قانون سوق رأس المال - مادة (58)""",مقضي بسقوطها.
"""قانون سوق رأس المال - مادة (59)""",مقضي بسقوطها.
"""قانون سوق رأس المال - مادة (60)""",مقضي بسقوطها.
"""قانون سوق رأس المال - مادة (61)""",مقضي بسقوطها.
"""قانون سوق رأس المال - مادة (62)""",مقضي بسقوطها.
